,PrivateID,Motion choice RT,Motion choice accuracy,Best choice samples,Best choice accuracy,Beads samples,Beads liberal,Beads first rating,Beads prior rating,Beads overadjustment,BADE bias,BADE BACE,BADE response,BADE liberal,PDI,PDI-CAPE,CAPS,ASI,DOSPERT,Cognitive ability - crt,Cognitive Ability verbal,Cognitive ability wordsum,0,1,2,3,4,5,6
70,1653919,2.10243483333333,0.9,6.666666667,5.916666667,8,59,53.5,0.0,-11,1.1e-16,0.35375,4.1875,0.33625,16,1,0,0,77,0.714285714,1.0,0.571428571,-0.7506165846617375,0.2522912874107907,-0.2136614005846692,-0.19124350922173478,0.20285669793926242,0.305787707312109,-0.025305673119016766
71,1653983,0.797492333333333,0.9,6.333333333,6.75,12,100,56.5,0.5,0,1.355,0.225,4.38625,0.4575,48,5,129,27,64,0.285714286,0.75,0.571428571,1.7349207215164464,-0.466982615982821,1.0063646067681467,0.6843186497029238,-1.0453311444925573,-0.3248805912003501,0.016286742962830326
72,1654074,2.24828083333333,1.0,6.166666667,6.5,7,57,58.0,0.5,-10,0.28375,0.35,2.9975,0.2225,5,0,12,14,114,0.714285714,1.0,0.642857143,-0.6316086823658178,0.5534010619637235,-0.7418930454949222,-0.2091774301560827,0.39659430333475176,0.48442091343558297,-0.020619434063873062
73,1654153,1.83509166666667,0.966666666666667,4.5,5.333333333,14,90,59.0,0.5,-7,-0.04,0.3675,3.1,0.21,30,3,9,6,61,0.857142857,1.0,0.857142857,-0.002155034619319396,0.6022451114855589,-1.1150131309617408,1.067682856613784,-0.5509917905268814,0.5799122029438342,-0.030206895978606343
74,1654261,0.848948,0.9,6.333333333,6.666666667,12,100,49.5,1.0,-12,0.86875,0.365,3.3775,0.3825,151,12,198,24,75,0.428571429,1.0,0.571428571,4.251161061602333,0.6495991024806971,0.04655096988490709,0.8834750190523465,-0.3009501269822187,-0.38662307411012203,0.4328623859057023
75,1654311,1.69340586956522,0.565217391304348,5.0,6.25,4,75,93.5,41.5,0,-0.16625,0.32625,3.7525,0.19125,11,1,29,17,66,0.0,0.25,0.357142857,0.12410931668244307,0.015209198915109641,-0.6559223069841269,-2.2651673652263575,-2.5021470594148942,-1.869653421893511,0.479386383974202
76,1654393,1.59292533333333,1.0,4.333333333,6.333333333,11,67,50.5,0.5,-1,0.77,0.3,4.3725,0.345,107,10,46,5,135,0.857142857,1.0,0.642857143,2.1893832385295995,-0.09879169130086557,-0.48253922597663734,0.23778619739610757,1.0813780472069112,1.2390758949305745,0.3622194771398396
77,1654406,0.946948333333333,0.9,5.333333333,5.5,9,63,57.0,6.5,-24,0.09625,0.37,4.17875,0.22625,33,4,49,16,119,0.857142857,0.75,0.428571429,0.641103293217838,0.634561175645801,-0.8626941596363121,-0.5613626093608782,-0.2553907343641835,0.8711198669006731,-0.49912204390949605
78,1654502,1.51855948275862,0.793103448275862,4.5,6.5,3,20,68.0,18.0,-15,0.3875,0.2325,4.16625,0.38625,0,0,0,0,67,0.428571429,0.0,0.714285714,-1.0584388488511975,-0.6794490779685288,0.34855881885554413,-2.3834845377006904,0.29328562863739055,-0.7489523804504269,0.43640593824750784
79,1654566,0.800932833333333,0.966666666666667,2.666666667,5.083333333,8,100,65.0,0.0,0,0.34625,0.185,4.545,0.4375,0,0,7,3,118,0.571428571,1.0,0.642857143,-0.7208933695207488,-0.6002764757000112,0.4817958216205466,0.4373132945499923,-1.3307509712384569,1.0213881054148732,-0.8244733688137844
80,1654818,2.10347333333333,0.833333333333333,6.5,5.75,9,86,73.0,10.0,0,0.59,0.25,4.175,0.40125,8,1,9,15,84,0.285714286,1.0,0.857142857,-0.22290686962405343,-0.42249071091556584,0.5183827358775654,-0.09547222926852529,-1.2630325385452341,-0.3447789575497077,-0.33475449104451666
81,1655000,1.61765333333333,0.933333333333333,4.833333333,5.916666667,5,74,51.0,1.0,0,1.2025,0.37,3.2025,0.43875,39,4,295,28,77,0.571428571,1.0,1.0,1.9492010646227496,1.2386667620135572,1.2552444248030061,-0.2105355601746116,-0.46141182875402376,-0.16777125896501122,-0.03911525156771904
82,1655164,1.04715516666667,0.933333333333333,7.5,4.166666667,7,75,67.5,20.0,0,0.92625,0.39,3.41875,0.29375,34,3,39,11,77,0.285714286,0.5,0.571428571,0.46588715507594824,1.1842137210942447,0.02725752742572155,-0.9722559187883435,-0.6528862425836922,-0.7096330006112878,-1.4024763061430239
83,1655201,1.9309065,0.9,6.833333333,6.166666667,13,64,57.0,0.5,-4,0.465,0.1,4.7075,0.31125,18,2,0,0,70,0.714285714,1.0,0.714285714,-0.4373183394164603,-2.0611450470099424,-0.8382563146828717,0.4269277105748435,0.13357180299302754,0.8324963297428281,-0.15153168278329074
