subname_turk,subnum_J,subname_J,age,gender,language,education,religion,crtFamiliarity,verbalReasoning,wordSum,crt,intuitive,cape,pdiTotal,pdiDichot,beadsDraws,la_bead,adj_3,adj_6,adj_9,overAdjust,ipr,pr,bade,evidenceInt,evidIntImp,bace,posResp,la_bade,attempts,unchanged_bade,unchanged_bead,checks_passed,inattentive,unresponsive,dospert,samples,ranks
A100Y89FZO4J0B,142,Ti5wMY90nMngFjGzkr,29,0,1,1,0,3,.25,.428571429,.714285714,.142857143,0,0,0,13,74,-3,1,-1,-3,54,0,-.18125,1.285,.84125,.2925,3.33625,.44,0,0,0,3,0,0,118,4.66666666666667,6.83333333333333
A101WUMP4O5DY7,338,aN5KKB3mnMn2H3Ozua,60,0,0,3,99,5,1,.857142857,.428571429,.571428571,0,0,0,9,82,-10,0,0,-10,58,1.5,-.315,.9625,.95,.195,4.6925,.36125,2,0,0,3,0,0,50,5.16666666666667,5.58333333333333
A10AUPF8B5NJPC,179,nY54IsEhnMnJbi3zB6,30,1,1,5,75,3,.5,.928571429,.714285714,.142857143,1,10,1,8,75,-13,-3,0,-16,58,1,-.20125,1.44625,1.045,.285,4.1925,.5525,0,0,0,3,0,0,96,6.66666666666667,5.33333333333333
A110BZSDZN7E16,697,Vp5j0QghnMnidB8z58,46,1,1,1,100,4,1,.571428571,.714285714,.285714286,1,16,2,8,59,-4,-4,-3,-11,53.5,0,-.77,1.11E-016,.4,.35375,4.1875,.33625,0,0,0,3,0,0,77,6.66666666666667,5.91666666666667
A110KENBXU7SUJ,417,ha5Rd00ynMnIHRdzsf,46,1,1,1,50,5,1,1,.857142857,.142857143,4,39,4,9,83,0,0,0,0,57.5,7.5,-.32375,.4325,.575,.405,3.315,.3475,1,0,0,3,0,0,55,3.66666666666667,4.83333333333333
A11EL5LWS2L1HX,660,955xDWconMnlowNzD2,19,0,0,1,60,4,.5,.5,.285714286,.714285714,3,21,3,9,63,-1,-2,0,-3,52.5,1,-.3,1.10875,.86625,.31,4.01625,.46375,0,0,0,3,0,0,44,3.33333333333333,6.58333333333333
A122LRCSBAD6DC,671,d85lxt9cnMnWraUzJ2,26,1,1,3,0,5,1,.714285714,.714285714,.285714286,0,0,0,9,60,-2,0,0,-2,52,1,-.375,.915,.7975,.30375,4.2975,.42,0,1,0,3,0,0,53,4.16666666666667,6.75
A12NO2MNOIREXA,447,p55eFRlFnMnEwPbz4q,40,1,1,3,70,5,.75,.428571429,.857142857,.142857143,4,26,3,12,65,-9,-5,-5,-19,47.5,.5,-.39875,.45625,.56125,.38875,4.00125,.1875,0,0,0,2,0,0,52,6.16666666666667,6.41666666666667
A13UMY3NL33676,439,d65mwQRSnMnmIamzbK,36,0,1,1,100,5,.25,.285714286,.857142857,.142857143,1,28,2,4,43,9,0,0,9,50,0,-.08625,1.73625,1.0475,.35,3.43125,.58625,0,3,0,3,0,0,98,4.33333333333333,5.91666666666667
A13WYZ8AXD6ODX,357,XP5LbbennMnwEfYz5u,42,1,1,1,1,5,.75,.642857143,0,1,6,54,6,11,85,0,0,0,0,50,0,-.64125,.08875,.465,.3675,3.66125,.4175,0,0,0,2,0,0,96,7,5.83333333333333
A140YK07NHCPOF,890,RX59t09pnMnkPanzVe,49,0,1,3,100,4,.5,.928571429,.428571429,.428571429,2,32,4,9,66,0,0,0,0,50,0,-.29,.85375,.7925,.33375,3.93,.35375,0,0,0,3,0,0,101,4.16666666666667,6
A16184N1RO5OJV,561,JU5HDDqtnMn3c89zwH,38,0,0,3,100,5,.75,.714285714,.857142857,.142857143,3,43,5,9,40,0,0,0,0,57.5,17.5,-.61875,-.19,.2975,.24375,3.92125,.19,0,0,2,3,0,0,51,4.5,6.33333333333333
A16G6PPH1INQL8,279,4P5xwBhmnMnyGvCzJv,50,0,1,2,0,5,1,.785714286,.857142857,.142857143,0,0,0,13,93,0,0,11,11,49.5,.5,-.62,.11875,.51125,.20125,4.3,.35875,0,0,0,3,0,0,84,5,5.16666666666667
A173XG3NZ7JPT7,936,Uq5d5DsinMnKdwTzMb,41,0,1,1,25,5,.75,.714285714,.571428571,.285714286,1,24,3,11,86,0,0,-4,-4,50,1,-.33625,.8525,.85125,.35875,3.86125,.3725,0,0,0,3,0,0,82,5.66666666666667,7.16666666666667
A17OSPGV41FZ7P,764,ul5aMjDmnMnDw8EzrM,33,0,1,0,15,4,1,.928571429,.714285714,.285714286,0,0,0,14,100,0,0,0,0,50,0,-.63875,.0725,.3925,.35,3.72125,.21875,0,0,0,3,0,0,53,3.83333333333333,7.83333333333333
A17TKHT8FEVH0R,134,6f5OviUXnMnI2uIzUq,24,1,1,1,0,5,.5,.571428571,.142857143,.857142857,10,136,11,8,75,-26,0,0,-26,50.5,.5,-.865,-.34,.2775,.08125,5.0525,.1475,0,1,0,3,0,0,72,5,7.16666666666667
A183CH30KYPRAE,822,5M5XYSxNnMnKSqJzgi,37,1,1,4,95,4,1,1,.714285714,.285714286,2,29,3,11,100,0,0,0,0,55,.5,-.2375,1.31375,.9225,.23875,3.8675,.40625,0,2,0,3,0,0,61,5.83333333333333,4.41666666666667
A1A09TO5Q9I80K,658,Bt575oSFnMn08aazN0,49,1,1,3,100,5,.25,.357142857,.428571429,.571428571,5,62,6,1,56,0,0,0,0,60,10,-.68875,-.16125,.31875,.28,3.81375,.27125,1,0,1,3,0,0,142,5.83333333333333,6.08333333333333
A1AF6EW9YUMER9,405,M55BPNGtnMnJ4pEzn9,30,1,1,4,0,5,.5,.928571429,1,0,1,4,1,11,70,-5,-5,-5,-15,60,5,-.33125,.53,.58875,.38625,3.45,.29125,0,2,0,3,0,0,60,3.16666666666667,5.66666666666667
A1AFK7CIGJ8R61,501,XQ5HA75InMnKXlrz1y,39,0,1,1,100,1,.5,.785714286,.428571429,.571428571,4,29,3,12,75,0,0,0,0,50,0,-.29375,.83375,.70625,.4125,3.92,.3325,0,1,0,3,0,0,88,3.33333333333333,7.5
A1B5SSGMTAQ9B5,477,XJ5PiMQanMn4hFazDP,37,0,1,4,90,3,.75,.714285714,.571428571,.428571429,1,10,1,3,25,-6,-4,-5,-15,60.5,.5,-.04625,.81625,.8275,.2275,3.82625,.16375,0,1,0,3,0,0,93,6.33333333333333,5.75
A1CO5ONFXX6VLN,222,9n5OA9oQnMn36CBzmx,55,1,1,3,50,3,.5,.642857143,.285714286,.714285714,1,15,2,27,48,0,0,0,0,75.5,5.5,-.70375,-.9225,.0525,.4,3.28,.0475,0,1,1,3,0,0,95,4,5.83333333333333
A1DKVUTOBPQH11,129,l45VVnYunMnEhuSzUl,35,1,1,3,100,1,1,.714285714,1,0,3,29,4,12,88,0,0,0,0,73.5,10,-.3575,.6375,.75875,.41375,3.7075,.38375,1,0,0,3,0,0,75,4.33333333333333,6.83333333333333
A1DMXEJGJY02E1,679,wf5hwHo7nMnN7YIzK6,30,0,1,3,0,5,1,.928571429,.714285714,.285714286,2,19,2,11,74,-2,0,0,-2,50.5,.5,-.1625,.47,.6125,.41875,3.24,.2325,0,2,0,3,0,0,104,6.16666666666667,7.16666666666667
A1EDMN0J522ATZ,911,yT5ICoPtnMns7bGzxP,49,1,1,1,0,4,.5,.785714286,.571428571,.428571429,1,5,1,11,70,0,0,0,0,44.5,5.5,-.4175,1.09625,.7625,.31,3.9425,.39625,0,1,0,3,0,0,111,6,5.33333333333333
A1EH9BPKYXFBS5,991,iC5CCT4knMnoRSSzh2,51,0,1,4,0,4,.75,.928571429,.857142857,.142857143,1,10,1,9,94,0,0,0,0,57.5,0,-.03875,1.41875,1.04125,.3325,3.7725,.45,0,0,1,2,0,0,120,4.66666666666667,5.5
A1F8O6BA8AZTRF,310,SC5msDRinMnyn8Tz8c,39,0,1,3,85,4,0,.785714286,.571428571,.428571429,3,35,4,11,96,0,0,0,0,50.5,.5,-.5175,.73875,.77125,.1425,4.77875,.41375,0,2,0,3,0,0,75,6,4.75
A1G6F1HWIS2K2K,13,Sl5EIuKjnMnfyC3zLr,50,0,1,3,100,3,0,.642857143,.857142857,.142857143,1,26,2,2,4,0,0,0,0,73.5,24.5,-.4975,-.36,.255,.41125,3.5625,.1475,0,1,1,3,0,0,78,5,7.16666666666667
A1GQ2Q1USIMC63,474,IT5xoYPInMnpNUrzna,26,0,1,3,0,4,1,.642857143,.571428571,.428571429,3,38,4,12,85,0,0,0,0,53,0,-.06125,1.27375,.87375,.37125,3.13,.4375,0,0,0,3,0,0,89,6.33333333333333,5.25
A1GRPIBHW72HDU,547,gW5Yc4ysnMnAS8Qziq,29,1,1,2,75,5,.75,.571428571,.857142857,.142857143,4,58,7,9,65,0,0,0,0,51,1,-.2675,1.175,.8875,.3,3.9175,.4625,0,0,0,2,0,0,121,5.66666666666667,7.25
A1HAUHRSK9158F,35,7Y5r3OFFnMn1mdUzXk,28,0,1,4,25,5,.5,.857142857,.285714286,.714285714,2,21,2,8,50,0,0,0,0,50,0,-.2275,1.26,1.00125,.22375,4.3775,.5,0,1,0,3,0,0,83,6,5.5
A1HF64TV3AAOK6,843,8x5EQAD7nMnCAEHzYa,48,1,1,1,0,5,1,.785714286,.571428571,.285714286,1,5,1,9,100,-21,0,0,-21,50,1,-.4525,.03375,.5425,.495,3.28625,.5,0,2,0,3,0,0,132,5,4.91666666666667
A1HGAHZSM14YTV,273,585xq0BxnMnNNOszp0,47,1,1,1,10,5,1,.571428571,.571428571,.428571429,1,11,1,8,64,4,-3,-4,-3,45.5,11,-.5125,.15875,.54375,.4325,3.57375,.3875,2,0,0,3,0,0,72,5.66666666666667,6.66666666666667
A1HK2QWRGZT46N,957,Il5Yeew5nMnh4phzMv,30,0,1,1,10,1,.5,.642857143,.142857143,.857142857,3,26,3,9,75,0,0,0,0,57.5,17.5,-.8725,-.53875,.23375,.29,4.6375,.2325,1,0,1,3,0,0,94,6.66666666666667,6.5
A1J7BOL7SR48DV,406,e051FjP9nMncHlazdu,44,0,1,2,95,5,0,.357142857,0,.857142857,11,84,8,8,79,24,-36,-42,-54,45.5,6.5,-.41625,-.19125,.32375,.26375,3.21,.1925,0,0,0,2,0,0,60,5,5.33333333333333
A1JJNB108BPMRN,773,k55afG22nMnp2E3ztt,58,0,1,2,60,5,1,.928571429,.857142857,.142857143,7,44,7,10,67,-3,0,0,-3,50.5,.5,-.37375,.55125,.61,.38,3.40125,.3675,0,0,0,3,0,0,95,5,7.5
A1JKHGRDXU18PM,541,DH5FtSptnMnwbINzNl,25,0,1,1,0,1,1,.785714286,.285714286,.714285714,5,81,8,9,100,0,0,0,0,62.5,25,-.4,.74875,.70625,.31,4.19875,.4375,0,0,0,3,0,0,88,5,5.33333333333333
A1KRO0JWU6LT0I,459,B95d6JrhnMnsYaHzrW,35,0,1,2,0,5,.75,1,.714285714,.285714286,0,0,0,7,61,0,3,0,3,50,.5,-.45,.665,.64375,.26375,3.92625,.3375,0,0,0,3,0,0,61,4.5,6
A1LW3ULGLDNUJG,232,5H5bUrcEnMnGYctz22,42,0,1,3,10,3,.25,.714285714,.285714286,.571428571,2,15,2,3,45,0,0,0,0,53.5,3.5,-.6425,-.695,.15,.2475,3.2925,.02125,1,0,0,3,0,0,73,8,3.25
A1M4WMB59LV43,746,ij5W8lJdnMnRLUnz3p,56,0,1,1,20,5,1,.857142857,.428571429,.571428571,7,54,7,13,95,-2,-2,-3,-7,52,1,-.37375,.5125,.63125,.35125,4.25875,.275,0,0,0,3,0,0,79,3.5,6.66666666666667
A1MHLWN1K7OE6,502,HE5TYug7nMnaKQ3z4l,43,0,1,2,10,1,0,.5,.142857143,.857142857,2,18,3,13,100,18,0,0,18,50,1,-.4375,.34625,.6725,.22625,4.31875,.3575,0,0,0,3,0,0,84,5.33333333333333,5.5
A1NLW5ZS2WQR35,378,ue5nmmaanMnumJczyP,53,0,1,2,100,5,.75,.571428571,1,0,3,49,5,5,73,-10,0,0,-10,51,1,-.68125,-.0025,.36125,.165,3.49,.35625,0,0,0,3,0,0,68,7.5,6.5
A1NVJB5O4H7ZCJ,599,Qy56g9lWnMnh3ODzT7,55,0,1,2,78,4,.5,.714285714,.285714286,.571428571,1,16,2,7,87,-30,-6,-6,-42,59.5,22.5,-.54,-.0475,.47125,.31375,3.9475,.305,0,0,0,2,0,0,76,5,6.66666666666667
A1NYI79LUIBOTP,308,7N56iWWSnMn8ReFzPR,24,1,1,3,100,1,1,.571428571,1,0,2,39,4,1,73,-6,-3,-4,-13,74,17,-.87125,-.86625,.10625,.3075,3.56625,.105,0,0,0,3,0,0,90,4.83333333333333,7.16666666666667
A1ODA3Q5H6HTDQ,427,mk5gJXtOnMnKU5mzdS,28,0,1,2,0,5,1,.642857143,.714285714,0,1,6,1,14,71,0,0,0,0,51,.5,-.37875,1.115,.8425,.3025,4.1725,.48375,0,0,0,3,0,0,75,6,4.33333333333333
A1OZPLHNIU1519,116,NO5uDlSLnMnQauNzrp,55,1,1,1,5,4,1,.928571429,1,0,2,15,2,11,35,0,0,0,0,49.5,.5,-.39,.20625,.46625,.47625,3.12875,.2325,0,0,0,3,0,0,141,4.16666666666667,6.58333333333333
A1P0XSCJ9XAV74,450,wS5MLsEwnMnHUvDzVF,35,0,1,3,100,5,.25,.571428571,.428571429,.571428571,0,11,1,9,76,-25,0,0,-25,50,.5,-.55625,-.6825,.15875,.2225,3.02,.15125,0,2,0,3,0,0,57,6.16666666666667,6.5
A1PIGZNLSQMGNW,178,m95gFQhLnMnPX89z2f,38,1,1,1,15,5,1,.642857143,1,0,6,92,7,10,66,-1,-3,-2,-6,53,0,-.4625,1.16875,.945,.12,4.63,.545,0,0,0,3,0,0,91,6.5,6.08333333333333
A1PUIGT83JOHH6,769,h45oLSM6nMnSJJPzKi,50,1,1,1,100,5,.25,.642857143,.571428571,.285714286,6,51,6,8,100,0,0,0,0,37.5,0,-.39375,.27375,.55125,.39,3.86375,.35875,0,0,0,3,0,0,96,1,4.25
A1QGG767E07WBA,714,8H58mhrQnMnsXcHzSa,35,0,1,3,5,1,.5,.571428571,1,0,5,76,7,9,76,-5,-12,-2,-19,71.5,17.5,-.23625,.96625,.9925,.24875,4.68125,.385,0,0,0,3,0,0,74,5.16666666666667,7.16666666666667
A1R0689JPSQ3OF,280,GV5sKnDdnMno6rrzqU,45,1,1,3,10,5,1,.642857143,.857142857,.142857143,10,107,11,11,67,0,0,-1,-1,50.5,.5,-.2975,.77,.74875,.3,4.3725,.345,0,0,0,3,0,0,135,4.33333333333333,6.33333333333333
A1RZT7L92M3XY0,496,WK5Nx2yvnMnHv5XzIT,59,0,1,1,90,5,1,.785714286,.857142857,.142857143,1,8,1,11,74,0,0,0,0,51,.5,-.375,.375,.4575,.3975,3.1475,.25125,0,0,0,3,0,0,72,5,7
A1SLJKNSNHOJRN,590,C45s8f6tnMnv0jMzc0,35,1,1,3,45,5,.5,.928571429,1,0,4,38,4,13,75,0,0,0,0,50.5,0,-.1875,.96875,.7525,.37125,3.25875,.39625,0,1,0,3,0,0,89,6,6.5
A1SOQ9Q35SASE4,573,Sj55ihamnMnW882zWr,29,1,1,1,0,4,.5,.642857143,.285714286,.714285714,3,23,3,9,78,0,0,0,0,50,0,-.17625,.9575,.79875,.41875,3.60125,.31,0,0,0,3,0,0,97,6.83333333333333,5.66666666666667
A1SSYN7TXMTJS4,43,YL5yhWrvnMnXkluz3j,52,1,1,3,100,5,.25,.785714286,0,1,0,6,1,3,25,0,0,0,0,24,26,-.575,-.5125,.26625,.405,3.57875,.2075,1,0,1,3,0,0,68,6,7.5
A1SX9DT3XHX845,919,uQ5OnC5HnMnxvt1z4k,33,1,1,2,0,3,.25,.857142857,.714285714,.285714286,0,0,0,3,40,0,0,0,0,50,10,-.6325,.28125,.7225,.1625,4.4975,.45875,0,1,2,3,0,0,89,6,5.58333333333333
A1TYDVHEFPZC86,156,IS5kGkDgnMn1EBuzjx,34,0,1,3,95,3,.75,.857142857,.714285714,.285714286,0,0,0,28,68,-6,-12,-13,-31,52.5,1,-.48375,1.16125,.8175,.0625,4.53,.4825,0,0,0,3,0,0,76,3.33333333333333,5.66666666666667
A1TYP11M6YZUK8,413,Y15gW5glnMnvPtXzKp,37,1,1,3,0,5,.25,.642857143,.428571429,.428571429,1,8,1,14,90,0,0,0,0,50,.5,-.37375,.57,.7875,.31,4.28125,.355,0,0,0,3,0,0,57,5,7.33333333333333
A1VAL7L9L79IN0,42,OA5HWAMOnMnQ4nmzDQ,28,1,1,1,0,4,1,.857142857,.857142857,.142857143,4,47,5,11,65,-7,-6,-3,-16,52.5,4.5,-.32,1.47875,.99875,.135,5.27,.395,2,0,0,3,0,0,71,1.83333333333333,5.41666666666667
A1VKND3W5E5W1S,470,r15vs76KnMnWamhz22,41,0,1,4,100,3,1,.928571429,0,.714285714,0,20,2,9,76,0,0,0,0,50.5,.5,-.18625,1.25375,.89875,.28625,3.95125,.415,0,0,0,3,0,0,57,3.66666666666667,6
A1VM06KJPJEYUD,24,at5XOFYhnMnuQefz4g,25,1,1,3,0,1,1,.785714286,.714285714,.285714286,2,21,3,8,75,-5,-2,-3,-10,57.5,1,-.505,.3875,.6825,.33125,3.85875,.4975,0,0,0,3,0,0,64,6,6
A1WLUB8DQOBE11,857,5S5K5aUWnMnnmBFz35,60,0,1,4,80,5,.5,.928571429,.428571429,.285714286,7,67,7,10,75,0,0,0,0,53,.5,-.03375,1.925,1.1125,.1975,3.86875,.48875,0,1,0,2,0,0,96,5.33333333333333,7.33333333333333
A1WR3WTEHJEY2D,673,np5Serd9nMnfV9Vzhl,39,0,1,2,10,5,.5,.785714286,.857142857,.142857143,2,23,2,9,65,-5,-4,-3,-12,56,0,-.375,.68625,.67375,.41375,3.34625,.39875,1,0,0,3,0,0,91,5,7.83333333333333
A1XF27L6WCIA05,419,aN5neicAnMnc620z4O,51,0,1,4,85,5,1,1,.714285714,.285714286,4,39,5,28,50,0,0,0,0,51.5,.5,-.1675,1.1025,.75,.37375,3.28125,.35375,0,1,0,3,0,0,100,5.66666666666667,6
A1XPUUD0HLD6HB,281,gg5hlRvXnMnqUU8zca,37,1,1,1,100,5,.75,.857142857,.857142857,.142857143,3,64,5,9,76,0,0,0,0,50.5,1,-.3925,.035,.365,.4725,3.1825,.21375,0,0,0,3,0,0,89,4.5,7.5
A1Y0Y6U906ABT5,77,C25HXKkXnMn9NRLzC6,39,0,1,3,100,3,.5,.571428571,.571428571,.428571429,6,57,7,13,76,0,-6,-10,-16,50,0,-.41875,.925,.85625,.18375,4.60375,.5,0,0,0,3,0,0,71,5.16666666666667,4.5
A1Y3OOUMS1ZYXL,415,rF5sUL3anMnSf0Mz0X,31,1,1,4,20,5,.75,1,1,0,9,78,10,17,74,-1,-1,-2,-4,53,.5,-.0775,1.7125,1.11625,.27125,4.39125,.5,0,0,0,3,0,0,78,4,6.41666666666667
A1YCGICA8XCNBH,902,VL52GY8HnMnxLYhzk0,34,0,1,1,0,5,0,.357142857,.142857143,.857142857,2,35,3,3,14,0,0,0,0,58,2.5,-.4575,.59875,.6925,.2875,4.29375,.3325,0,0,0,3,0,0,58,5.83333333333333,6.16666666666667
A1YGF0LJJGB30G,344,Kg5AMQu0nMnigsizGo,38,1,1,1,0,3,.75,.857142857,0,1,4,35,4,14,85,0,0,0,0,50.5,.5,-.39125,.23375,.6675,.35125,3.6525,.44875,0,0,0,3,0,0,96,6.5,5
A1ZZ7YO3YASNIP,244,bF5M5FyQnMnEulczTv,27,0,1,3,0,5,1,.928571429,.714285714,.285714286,0,0,0,8,75,0,0,0,0,50.5,.5,-.48375,.0975,.57375,.37125,3.61375,.3875,1,0,0,3,0,0,73,6.33333333333333,6.16666666666667
A212OY08MFDGU3,512,rH52jlRxnMn7ouVzjc,29,0,1,2,75,5,1,.571428571,.571428571,.428571429,4,26,4,9,62,0,0,0,0,45.5,4.5,-.21125,1.48125,.92875,.24375,3.8225,.4625,0,4,0,3,0,0,129,5.5,5.83333333333333
A215VSM181SC0F,138,Ql5qOYRgnMnrFYxzbE,54,0,1,4,55,5,1,.928571429,.857142857,.142857143,3,24,4,9,76,1,0,0,1,50.5,.5,-.2025,.84,.72625,.34375,3.54375,.28125,0,0,0,3,0,0,98,4.5,5.91666666666667
A219Y0MX694TM2,566,Im5ox8c5nMnCFhYz8Y,30,0,1,1,10,5,1,.642857143,.857142857,.142857143,6,69,8,11,80,0,0,0,0,55,.5,-.17625,1.45125,.99,.3575,4.30375,.45625,0,3,0,3,0,0,87,5.16666666666667,7.5
A21P1T8EW4NHOU,191,wo5JtuTonMnpegMz50,25,1,1,1,100,4,1,.642857143,.142857143,.857142857,6,99,8,9,80,-11,-10,-10,-31,54,.5,-.47625,.5275,.66875,.06125,4,.3575,1,1,0,3,0,0,82,4.66666666666667,6.66666666666667
A221L64A30LW7Z,743,IH5XtfqPnMnDBbPzYH,42,1,1,3,0,5,.5,.857142857,.857142857,.142857143,0,5,1,7,49,0,0,0,0,64.5,23.5,-.25625,-.2125,.3925,.4675,3.48375,.03,1,0,0,3,0,0,96,4.16666666666667,5.75
A228GVGMLLZ9R6,795,Yp5B49gPnMn7e8fzmt,30,1,1,3,100,3,.25,.5,.142857143,.714285714,0,24,2,3,61,-5,19,0,14,64.5,9.5,-.14625,1.31875,1.05,.08,4.1025,.475,4,0,0,3,0,0,92,4.66666666666667,5
A229SEF35EGTSF,180,ln5VDYwPnMn6KSQzDV,47,1,1,4,60,1,.75,.928571429,.714285714,.285714286,7,64,8,9,63,-2,-4,0,-6,52.5,0,-.375,1.38875,.88125,.1575,4.21375,.46,0,1,0,3,0,0,104,6.5,5.75
A22DL4DE4DYB0,275,dM5FQIVnnMnBpIfziV,27,1,1,3,0,5,1,.714285714,.428571429,.571428571,0,0,0,9,77,-11,-9,-10,-30,49,1,-.60875,.3275,.5725,.2425,4.38375,.3675,0,0,0,3,0,0,57,7.33333333333333,5.33333333333333
A22LQL0UHAOMC9,948,vo5Wxx3PnMn99TNz3Y,35,0,1,3,100,5,.5,.714285714,.857142857,.142857143,0,0,0,11,56,-9,1,2,-6,60,.5,-.54,.22625,.54,.26,4.06,.33125,0,0,0,3,0,0,67,5.83333333333333,4.83333333333333
A23PQPECIUVKHC,811,oi5JURdSnMnB3AMzjs,29,1,0,3,100,3,1,.642857143,.857142857,.142857143,2,14,3,8,63,0,0,0,0,50,1,-.695,-.10875,.435,.205,4.2,.3775,0,0,0,3,0,0,91,3.83333333333333,3.66666666666667
A23RGG9LXG380R,690,pk5fguxgnMnuCtcz3l,40,1,1,1,30,3,.75,.571428571,.428571429,.428571429,10,77,8,8,69,0,0,4,4,54.5,.5,-.3475,1.1075,.855,.23375,4.4025,.4225,0,0,0,2,0,0,96,2.83333333333333,6.83333333333333
A248LF7KKHXZ14,291,c25atl6YnMnXhTRzRI,44,0,1,2,100,1,.25,.142857143,.857142857,0,0,0,0,9,100,0,0,0,0,51.5,1.5,-.88375,-.62875,.13625,.06625,5.02375,.10125,0,1,0,2,0,0,101,3.66666666666667,6.5
A24L4Y8HCZSUIF,238,8A5v9JHonMnOBv8zkS,27,0,1,4,5,5,.75,.642857143,.571428571,.428571429,3,33,4,10,76,-2,-2,-2,-6,52,1,-.545,.45625,.6775,.2375,4.04875,.44875,0,0,0,3,0,0,76,5.33333333333333,5.58333333333333
A24NUJ0TMY0GBG,904,Ch5xDfCRnMnvjE9zQh,39,0,1,4,100,3,.5,.571428571,.714285714,.285714286,2,64,6,6,51,0,0,0,0,50,1,-.165,.53,.6475,.43,3.03875,.31375,1,2,2,3,0,0,70,5.66666666666667,5.25
A24RB69Y77DNOY,139,KP5oHT3XnMnvfbqzoS,34,0,1,1,50,3,.25,.642857143,.142857143,.714285714,0,0,0,11,74,0,0,0,0,49,25,0,1.275,.88125,.35875,3.4075,.3175,0,2,1,3,0,0,74,6.83333333333333,3.66666666666667
A25N802S4J344I,789,0A5X6QhYnMn3nj9zX7,66,1,1,3,20,5,1,.928571429,.714285714,.285714286,8,45,7,11,44,0,0,0,0,50,0,-.195,.4,.51625,.45375,2.7225,.22125,0,1,0,3,0,0,99,5.66666666666667,5.91666666666667
A27O2IILV3S5YS,549,7v5VnBsNnMnf9RMzvy,32,0,1,3,50,1,.5,.571428571,.571428571,.285714286,2,9,2,2,49,11,3,0,14,50.5,.5,-.6875,-.49125,.245,.53,3.6675,.19125,0,0,0,3,0,0,80,7.5,5.41666666666667
A28G4QO0DRY8OZ,20,bE5G8tnrnMnLlK1zkM,43,0,1,1,25,5,.25,.928571429,.428571429,.428571429,4,41,5,8,55,-50,-57,-78,-185,64.5,17,-.455,.91375,.6775,.345,4.27625,.30375,2,0,0,3,0,0,93,5.5,7
A28T38MOUG43YD,423,uE5cT08fnMnPGpOzeq,23,1,1,1,85,5,.5,.785714286,.714285714,.142857143,0,0,0,3,73,-16,-2,0,-18,67.5,19.5,-.21625,.8275,.7925,.3275,4.38125,.1825,4,0,1,3,0,0,80,5.16666666666667,5.91666666666667
A295XEF30H0NH5,839,535dPNp7nMnGwrdzo4,54,0,1,5,70,5,.75,1,1,0,1,37,4,9,75,-4,-10,-12,-26,56,.5,-.165,.76875,.75375,.38375,3.66625,.31625,0,0,0,3,0,0,72,4.33333333333333,5.5
A29CCD6DOOQCGB,27,Vf5yLAVPnMnGA65z2e,35,0,1,4,90,5,.75,.642857143,1,0,4,42,5,13,73,-1,0,-3,-4,52,.5,-.04,1.35,.88,.30875,3.02125,.39875,0,1,0,3,0,0,121,5.16666666666667,5.41666666666667
A2AY4ZM3Y9BTYZ,144,3q5433jAnMnxKejz2q,38,1,1,3,20,5,.25,.928571429,.428571429,.571428571,0,0,0,11,60,-5,-1,0,-6,49.5,.5,-.4625,.60375,.645,.305,4.15,.3525,0,0,0,3,0,0,97,6.16666666666667,5.83333333333333
A2B93NS1ZZ7QD7,480,lB5AexdMnMny9Koz28,35,1,1,1,40,5,1,.785714286,.857142857,.142857143,4,29,4,13,60,-2,0,0,-2,52,0,-.43875,.61875,.8,.2225,4.8525,.33375,0,0,0,3,0,0,80,5.83333333333333,6
A2BN1CX0PTWBXW,694,UO52Bi4OnMnyJ6fz4X,36,1,1,2,1,4,1,.785714286,1,0,1,7,1,13,67,5,0,0,5,50,0,-.45875,.50625,.73,.3325,4.19125,.41375,0,0,0,3,0,0,112,6,5.75
A2BRNJBTXUF4DL,651,VL5pDTLenMnhT7wzak,46,0,1,3,100,3,.75,.714285714,.142857143,.857142857,1,9,1,14,54,-1,-4,-5,-10,49.5,.5,-.3025,.40875,.61875,.41125,3.46875,.26375,0,2,0,3,0,0,60,6,6
A2CBV3JLNP2QR1,664,qD5uEjj7nMngxEOzR8,22,1,1,1,0,4,1,.5,.428571429,.571428571,4,55,6,9,60,0,0,5,5,50,.5,-.68875,-.05875,.44125,.23,4.73875,.31375,1,0,0,3,0,0,79,4.16666666666667,5.91666666666667
A2CHDWKAYZ3P3E,284,uD5yGHUGnMnXDNtz92,32,1,1,1,10,5,.5,.571428571,.285714286,.714285714,1,22,2,9,82,-23,-9,0,-32,66,0,-.55875,-.7,.155,.5075,3.07875,.14,0,0,0,2,0,0,80,5.66666666666667,6.83333333333333
A2DNLHS1RSTF5R,726,cu5373hFnMnP8mjzUt,33,0,1,4,100,4,.75,.428571429,.714285714,.285714286,1,24,3,8,74,-9,0,0,-9,50.5,.5,-.18375,.69875,.74125,.5,3.08,.41875,0,0,0,3,0,0,67,4.66666666666667,6.16666666666667
A2DVCY32JTBU64,377,xy5MO5aHnMnwUdCzeJ,30,0,1,3,5,4,.75,.714285714,.285714286,.714285714,4,65,7,8,74,0,0,0,0,54,4,-.37875,1.175,.85125,.26375,4.3675,.4575,0,0,0,3,0,0,96,5.5,5.83333333333333
